movieId,Genre,rating
322,Comedy,3.55
324,Comedy,4.0
325,Comedy,2.5
326,Drama,4.0
327,Action,2.82
328,Horror,3.15
329,Adventure,3.39
330,Action,3.0
331,Drama,3.0
332,Horror,2.83
333,Comedy,3.78
334,Drama,4.2
335,Mystery,3.5
336,Drama,3.0
337,Drama,3.77
338,Action,2.84
339,Comedy,3.47
340,Adventure,3.4
341,Drama,4.0
342,Comedy,3.27
343,Children,2.9
344,Comedy,3.04
345,Comedy,3.6
346,Drama,3.5
347,Drama,3.5
348,Comedy,3.58
349,Action,3.6
350,Drama,3.39
351,Comedy,3.18
352,Comedy,2.5
353,Action,3.61
354,Drama,3.33
355,Children,2.36
356,Comedy,4.16
357,Comedy,3.52
358,Drama,2.67
359,Comedy,3.0
360,Action,2.69
361,Comedy,3.06
362,Adventure,3.53
363,Documentary,4.0
364,Adventure,3.94
365,Drama,3.25
366,Drama,2.92
367,Action,3.18
368,Adventure,3.5
369,Drama,4.0
370,Action,3.06
371,Comedy,3.31
372,Comedy,2.76
373,Thriller,3.64
374,Children,2.2
376,Action,3.25
377,Action,3.53
378,Comedy,2.79
379,Action,2.5
380,Action,3.5
381,Drama,3.82
382,Drama,3.16
383,Western,3.1
384,Action,3.25
385,Drama,4.0
386,Drama,3.0
387,Action,2.38
388,Drama,3.0
389,Drama,4.5
390,Action,3.7
391,Crime,4.5
393,Action,2.5
405,Action,2.42
406,Drama,3.0
407,Horror,3.44
408,Drama,3.0
409,Crime,2.0
410,Children,3.1
412,Drama,3.5
413,Comedy,2.79
414,Comedy,2.33
415,Comedy,2.53
416,Western,2.5
417,Comedy,3.69
418,Drama,3.0
419,Comedy,2.68
420,Action,2.72
421,Adventure,3.21
422,Thriller,3.2
423,Action,2.85
424,Drama,1.83
425,Drama,3.75
426,Horror,3.14
427,Drama,2.54
428,Drama,3.72
429,Comedy,2.0
430,Comedy,3.75
431,Crime,3.74
432,Adventure,2.65
433,Comedy,2.75
434,Action,3.03
435,Comedy,2.42
436,Drama,2.57
437,Comedy,2.17
438,Action,2.71
440,Comedy,3.55
441,Comedy,3.93
442,Action,3.09
444,Comedy,2.33
445,Comedy,3.0
446,Drama,3.83
448,Drama,3.62
449,Comedy,1.0
450,Comedy,3.0
451,Drama,4.0
452,Drama,3.0
453,Comedy,2.8
454,Drama,3.53
455,Adventure,2.39
456,Crime,3.75
457,Thriller,3.99
458,Drama,2.8
459,Action,2.25
460,Comedy,2.67
461,Drama,2.75
464,Action,2.9
466,Action,2.87
467,Comedy,5.0
468,Comedy,3.2
469,Drama,3.4
470,Comedy,1.0
471,Comedy,3.55
472,Comedy,2.58
473,Comedy,1.86
474,Action,3.69
475,Drama,4.3
476,Comedy,1.0
477,Drama,3.38
478,Comedy,2.5
479,Action,2.25
480,Action,3.75
481,Drama,3.16
482,Crime,3.62
484,Adventure,3.0
485,Action,2.93
486,Comedy,3.0
487,Comedy,2.5
488,Drama,3.0
489,Comedy,2.86
490,Thriller,3.0
491,Drama,3.29
492,Comedy,3.75
493,Action,3.67
494,Action,3.38
495,Drama,5.0
496,Comedy,5.0
497,Comedy,3.81
499,Comedy,2.5
500,Comedy,3.39
501,Drama,3.67
502,Action,2.37
504,Action,3.0
505,Comedy,2.21
506,Drama,4.5
507,Crime,3.38
508,Drama,3.61
509,Drama,3.54
510,Drama,3.0
511,Action,3.0
512,Horror,3.0
513,Comedy,3.38
514,Comedy,3.42
515,Drama,3.6
516,Comedy,3.06
517,Action,3.28
518,Comedy,2.38
519,Action,2.4
520,Comedy,3.13
521,Crime,3.17
522,Action,3.29
523,Drama,3.5
524,Drama,3.49
526,Drama,4.0
527,Drama,4.22
528,Comedy,2.33
529,Drama,3.88
531,Children,3.25
532,Comedy,3.0
533,Action,2.89
534,Drama,3.61
535,Drama,3.27
536,Drama,3.33
537,Drama,3.17
538,Drama,3.58
539,Comedy,3.47
540,Thriller,2.67
541,Action,4.1
542,Comedy,2.79
543,Comedy,3.32
544,Action,2.44
546,Action,2.0
547,Action,3.25
548,Action,2.75
549,Drama,4.5
550,Comedy,3.4
551,Animation,3.55
552,Action,3.26
553,Action,3.82
555,Crime,3.8
556,Documentary,3.33
558,Action,2.94
562,Comedy,3.54
563,Drama,4.0
564,Comedy,1.5
567,Comedy,2.0
568,Comedy,3.5
569,Comedy,2.67
573,Drama,3.5
574,Comedy,3.25
575,Children,2.66
577,Adventure,2.12
579,Crime,3.0
580,Drama,2.8
581,Documentary,4.0
583,Comedy,4.0
585,Comedy,2.74
586,Children,3.0
587,Comedy,3.43
588,Adventure,3.79
589,Action,3.97
590,Adventure,3.84
592,Action,3.43
593,Crime,4.16
594,Animation,3.62
595,Animation,3.77
596,Animation,3.45
597,Comedy,3.49
599,Adventure,3.82
600,Action,4.0
602,Documentary,4.0
605,Drama,3.0
606,Fantasy,3.0
608,Comedy,4.12
609,Adventure,3.57
610,Action,3.55
611,Action,2.42
612,Comedy,2.5
613,Drama,3.19
615,Comedy,3.0
616,Animation,3.41
617,Comedy,2.83
618,Comedy,3.0
619,Comedy,2.6
626,Comedy,5.0
627,Drama,3.33
628,Crime,3.64
631,Adventure,3.18
632,Drama,4.0
633,Comedy,5.0
634,Comedy,2.25
635,Comedy,3.0
636,Drama,3.0
637,Comedy,3.05
638,Romance,3.0
639,Comedy,3.0
640,Drama,2.68
645,Drama,3.5
647,Action,3.33
648,Action,3.54
649,Comedy,3.0
650,Drama,3.0
653,Action,3.09
656,Comedy,3.0
661,Adventure,3.45
662,Thriller,3.29
663,Comedy,3.29
665,Comedy,4.33
667,Action,2.81
668,Drama,4.25
670,Drama,4.75
671,Comedy,3.49
673,Adventure,2.71
674,Adventure,3.17
678,Drama,3.83
679,Drama,4.0
680,Drama,4.12
685,Drama,4.0
688,Action,2.33
691,Comedy,3.33
692,Action,2.0
694,Action,2.95
695,Mystery,4.0
697,Drama,2.7
698,Drama,1.0
700,Comedy,3.21
703,Drama,2.0
704,Action,2.57
706,Drama,3.0
707,Crime,2.88
708,Comedy,3.39
709,Adventure,3.09
710,Comedy,2.56
711,Adventure,3.05
714,Drama,3.97
715,Drama,3.67
718,Comedy,4.12
719,Comedy,2.84
720,Adventure,4.09
722,Documentary,4.0
724,Drama,3.03
725,Comedy,2.5
726,Drama,3.0
728,Comedy,3.5
731,Crime,3.33
733,Action,3.64
735,Horror,3.93
736,Action,3.32
737,Action,2.65
741,Animation,4.15
742,Horror,2.82
743,Comedy,2.52
745,Animation,3.9
747,Comedy,3.33
748,Action,3.11
750,Comedy,4.27
757,Drama,4.0
759,Documentary,3.5
760,Drama,4.25
761,Action,2.79
762,Comedy,2.41
764,Drama,3.5
765,Comedy,3.16
766,Drama,3.5
773,Drama,3.5
775,Horror,3.0
778,Comedy,4.04
779,Drama,4.0
780,Action,3.45
781,Drama,3.5
782,Drama,3.0
783,Animation,3.33
784,Comedy,2.81
785,Comedy,3.37
786,Action,3.11
788,Comedy,2.73
790,Drama,2.0
791,Documentary,4.0
795,Drama,3.5
798,Action,2.71
799,Comedy,3.46
800,Drama,4.16
801,Children,3.14
802,Drama,3.34
803,Comedy,4.0
804,Comedy,3.25
805,Drama,3.66
806,Crime,1.5
808,Adventure,3.5
809,Action,2.33
810,Children,2.25
813,Comedy,2.8
818,Comedy,3.25
823,Drama,3.5
824,Drama,4.0
828,Adventure,3.33
829,Comedy,2.67
830,Comedy,3.07
832,Crime,3.34
833,Comedy,2.0
835,Drama,3.67
836,Action,2.88
837,Children,3.27
838,Comedy,3.92
839,Action,2.83
840,Children,3.38
841,Horror,3.0
842,Comedy,2.54
848,Drama,3.29
849,Action,2.92
851,Drama,2.83
852,Comedy,3.17
858,Crime,4.29
861,Action,3.83
866,Crime,4.0
867,Comedy,1.75
869,Crime,3.67
870,Comedy,1.0
875,Action,3.5
876,Action,5.0
879,Horror,3.0
880,Sci-Fi,2.74
881,Children,2.1
882,Drama,2.0
885,Children,2.5
886,Action,2.67
888,Adventure,2.17
889,Drama,4.0
891,Horror,3.8
892,Comedy,3.54
893,Drama,3.67
896,Drama,2.5
897,Adventure,3.75
898,Comedy,4.31
899,Comedy,4.07
900,Musical,3.71
901,Comedy,3.0
902,Drama,3.85
903,Drama,4.03
904,Mystery,4.26
905,Comedy,4.32
906,Drama,4.14
907,Comedy,3.5
908,Action,4.18
909,Comedy,3.96
910,Comedy,4.01
911,Comedy,3.81
912,Drama,4.24
913,Film-Noir,4.17
914,Comedy,4.04
915,Comedy,3.77
916,Comedy,4.06
917,Children,3.5
918,Musical,4.1
919,Adventure,3.88
920,Drama,3.64
921,Comedy,3.39
922,Drama,4.33
923,Drama,4.04
924,Adventure,3.89
926,Drama,4.23
927,Comedy,4.0
928,Drama,4.17
929,Drama,3.5
930,Film-Noir,4.25
931,Mystery,3.83
932,Drama,3.94
933,Crime,4.22
934,Comedy,3.25
935,Comedy,3.83
936,Comedy,4.0
937,Comedy,3.5
938,Musical,3.25
940,Action,4.0
941,Adventure,3.75
942,Crime,4.33
943,Drama,3.93
944,Drama,4.0
945,Comedy,4.07
946,Comedy,2.5
947,Comedy,3.75
948,Drama,3.92
949,Drama,3.92
950,Comedy,3.86
951,Comedy,4.39
952,Adventure,3.62
953,Children,4.03
954,Drama,4.08
955,Comedy,3.86
956,Drama,4.0
959,Drama,3.5
961,Drama,4.0
963,Musical,3.0
965,Drama,4.05
968,Horror,3.75
969,Adventure,3.97
970,Adventure,3.5
971,Drama,4.1
973,Comedy,3.9
976,Romance,3.0
979,Drama,3.0
981,Drama,3.0
982,Drama,3.0
984,Comedy,3.5
986,Adventure,3.54
987,Drama,3.0
988,Comedy,3.0
990,Action,2.9
991,Drama,3.32
993,Drama,3.0
994,Comedy,4.18
996,Action,2.5
998,Action,3.0
999,Crime,3.04
1003,Drama,2.5
1004,Action,3.0
1005,Children,2.19
1006,Drama,3.5
1007,Children,2.6
1008,Adventure,3.0
1009,Adventure,3.06
1010,Children,3.06
1011,Children,2.94
1012,Children,3.44
1013,Children,3.21
1014,Children,2.9
1015,Adventure,2.95
1016,Children,2.9
1017,Adventure,3.5
1018,Children,2.42
1019,Adventure,3.47
1020,Comedy,3.08
1021,Children,2.33
1022,Animation,3.49
1023,Animation,3.62
1024,Animation,3.67
1025,Animation,3.58
1027,Adventure,3.02
1028,Children,3.89
1029,Animation,3.39
1030,Adventure,2.77
1031,Adventure,3.48
1032,Adventure,3.38
1033,Animation,3.58
1034,Comedy,3.1
1035,Musical,3.94
1036,Action,3.86
1037,Action,2.77
1040,Drama,3.0
1041,Drama,4.59
1042,Comedy,3.27
1043,Drama,2.4
1046,Drama,4.5
1047,Action,3.32
1049,Action,3.48
1050,Documentary,3.9
1051,Drama,4.0
1053,Crime,3.0
1054,Drama,2.0
1055,Thriller,1.5
1056,Drama,3.07
1057,Comedy,3.47
1059,Drama,3.72
1060,Comedy,3.69
1061,Thriller,3.67
1064,Animation,3.15
1066,Comedy,4.5
1068,Crime,3.5
1073,Children,3.87
1076,Drama,
1077,Comedy,3.75
1078,Comedy,3.41
1079,Comedy,3.92
1080,Comedy,3.93
1081,Comedy,3.54
1082,Drama,3.58
1083,Comedy,3.33
1084,Crime,4.07
1085,Adventure,3.5
1086,Crime,4.1
1088,Drama,3.37
1089,Crime,4.2
1090,Drama,3.98
1091,Comedy,2.55
1092,Crime,3.19
1093,Drama,3.41
1094,Drama,3.44
1095,Drama,3.67
1096,Drama,4.05
1097,Children,3.77
1099,Children,3.38
1100,Action,2.71
1101,Action,3.3
1103,Drama,4.1
1104,Drama,4.47
1105,Horror,4.67
1107,Comedy,2.0
1111,Documentary,4.12
1112,Action,4.5
1114,Crime,3.0
1116,Drama,4.0
1117,Drama,3.5
1119,Drama,3.0
1120,Comedy,3.54
1121,Drama,4.0
1123,Documentary,4.25
1124,Drama,3.65
1125,Comedy,3.69
1126,Comedy,2.83
1127,Action,3.48
1128,Horror,2.5
1129,Action,3.45
1130,Horror,2.9
1131,Drama,4.09
1132,Drama,4.06
1135,Comedy,3.12
1136,Adventure,4.16
1137,Romance,4.0
1140,Drama,5.0
1144,Documentary,4.0
1147,Documentary,3.9
1148,Animation,4.04
1150,Drama,4.33
1151,Animation,5.0
1156,Drama,3.5
1161,Drama,3.67
1162,Comedy,3.0
1163,Drama,1.0
1167,Comedy,3.5
1170,Action,2.5
1171,Comedy,3.35
1172,Drama,4.16
1173,Comedy,3.14
1175,Comedy,3.83
1176,Drama,4.0
1177,Drama,4.0
1178,Drama,4.54
1179,Crime,3.63
1180,Comedy,3.0
1183,Drama,3.71
1184,Comedy,3.93
1185,Drama,3.95
1186,Drama,3.59
1187,Drama,3.6
1188,Comedy,3.66
1189,Documentary,4.0
1190,Crime,3.17
1191,Documentary,3.5
1192,Documentary,4.5
1193,Drama,4.2
1194,Comedy,3.59
1196,Action,4.22
1197,Action,4.23
1198,Action,4.21
1199,Fantasy,4.18
1200,Action,3.96
1201,Action,4.15
1202,Comedy,3.86
1203,Drama,4.15
1204,Adventure,4.3
1206,Crime,4.0
1207,Drama,4.12
1208,Action,4.22
1209,Action,4.31
1210,Action,4.14
1211,Drama,3.88
1212,Film-Noir,4.23
1213,Crime,4.25
1214,Horror,3.97
1215,Action,4.04
1216,Adventure,3.45
1217,Drama,4.43
1218,Action,4.0
1219,Crime,4.04
1220,Action,3.81
1221,Crime,4.26
1222,Drama,4.1
1223,Adventure,4.09
1224,Action,4.0
1225,Drama,4.18
1226,Drama,3.5
1227,Crime,4.06
1228,Drama,4.19
1230,Comedy,3.87
1231,Drama,3.86
1232,Drama,3.62
1233,Action,4.21
1234,Comedy,3.98
1235,Comedy,4.29
1236,Comedy,4.33
1237,Drama,4.22
1238,Comedy,4.06
1240,Action,3.9
1241,Comedy,4.05
1242,Drama,4.17
1243,Comedy,3.97
1244,Comedy,4.11
1245,Crime,4.22
1246,Drama,3.96
1247,Comedy,4.06
1248,Crime,4.26
1249,Action,4.07
1250,Adventure,4.12
1251,Drama,4.07
1252,Crime,4.21
1253,Drama,3.82
1254,Action,3.66
1255,Comedy,3.0
1256,Comedy,3.8
1257,Comedy,3.69
1258,Horror,4.08
1259,Adventure,4.01
1260,Crime,3.73
1261,Action,4.04
1262,Action,4.13
1263,Drama,3.83
1264,Action,3.8
1265,Comedy,3.94
1266,Drama,4.11
1267,Crime,4.25
1268,Comedy,3.61
1269,Comedy,3.88
1270,Adventure,4.04
1271,Comedy,3.5
1272,Drama,4.12
1273,Comedy,4.05
1274,Action,3.74
1275,Action,3.73
1276,Drama,4.27
1277,Comedy,4.12
1278,Comedy,3.99
1279,Comedy,4.12
1280,Drama,4.33
1281,Comedy,4.13
1282,Animation,3.78
1283,Drama,4.21
1284,Crime,4.14
1285,Comedy,3.73
1286,Drama,3.07
1287,Action,3.94
1288,Comedy,4.02
1289,Documentary,3.86
1290,Drama,3.35
1291,Action,4.05
1292,Comedy,3.95
1293,Drama,3.83
1295,Drama,3.23
1296,Drama,3.71
1297,Comedy,3.68
1298,Drama,3.76
1299,Drama,4.02
1300,Comedy,4.17
1301,Drama,3.81
1302,Children,3.52
1303,Adventure,4.03
1304,Action,3.94
1305,Drama,3.5
1306,Adventure,2.7
1307,Comedy,3.86
1310,Documentary,5.0
1312,Drama,2.5
1318,Comedy,2.0
1320,Action,3.15
1321,Comedy,3.41
1322,Horror,1.5
1323,Horror,1.67
1324,Horror,1.17
1325,Horror,1.25
1326,Horror,1.12
1327,Drama,2.63
1328,Horror,0.75
1329,Horror,2.75
1330,Horror,1.5
1331,Horror,2.0
1332,Horror,3.67
1333,Horror,3.6
1334,Horror,3.0
1335,Horror,1.0
1336,Horror,1.0
1337,Drama,4.5
1339,Fantasy,3.47
1340,Drama,3.17
1341,Horror,3.75
1342,Horror,2.5
1343,Thriller,3.78
1344,Crime,3.96
1345,Drama,3.35
1346,Drama,2.81
1347,Horror,3.0
1348,Horror,3.53
1349,Horror,5.0
1350,Horror,3.82
1351,Crime,2.33
1352,Crime,2.25
1353,Comedy,3.38
1354,Drama,4.07
1355,Horror,2.0
1356,Action,3.88
1357,Drama,4.0
1358,Drama,3.84
1359,Children,2.86
1361,Documentary,4.08
1363,Drama,3.5
1365,Drama,3.58
1366,Drama,3.9
1367,Adventure,3.07
1370,Action,3.4
1371,Adventure,3.04
1372,Action,3.35
1373,Action,2.67
1374,Action,3.77
1375,Action,3.26
1376,Adventure,3.48
1377,Action,3.02
1378,Action,3.1
1379,Action,3.0
1380,Comedy,3.14
1381,Comedy,2.08
1382,Action,1.88
1385,Action,2.85
1387,Action,4.01
1388,Horror,2.62
1389,Action,1.42
1390,Comedy,2.67
1391,Action,3.09
1392,Comedy,4.12
1393,Drama,3.59
1394,Comedy,3.99
1395,Comedy,3.0
1396,Action,3.48
1397,Drama,4.0
1398,Romance,2.5
1399,Drama,3.1
1401,Drama,3.33
1405,Adventure,2.94
1406,Crime,4.5
1407,Comedy,3.2
1408,Action,3.83
1409,Comedy,2.5
1411,Crime,4.0
1412,Drama,3.5
1413,Drama,4.25
1414,Comedy,3.0
1415,Crime,2.5
1416,Drama,3.42
1417,Drama,3.25
1419,Adventure,4.25
1422,Crime,2.75
1423,Drama,4.0
1425,Comedy,3.0
1426,Children,1.0
1427,Action,1.0
1428,Drama,3.0
1429,Action,3.58
1430,Comedy,3.0
1431,Action,2.47
1432,Action,2.71
1437,Drama,4.25
1438,Action,2.62
1439,Comedy,2.17
1440,Comedy,1.5
1441,Comedy,3.47
1442,Drama,3.5
1445,Comedy,2.14
1446,Comedy,4.43
1447,Crime,3.38
1449,Comedy,3.88
1453,Comedy,1.83
1454,Comedy,3.75
1456,Comedy,2.0
1457,Comedy,3.08
1458,Drama,4.0
1459,Mystery,2.67
1460,Children,3.25
1461,Comedy,2.31
1464,Crime,3.26
1465,Action,3.33
1466,Crime,3.74
1468,Comedy,2.6
1473,Action,4.0
1474,Children,2.14
1475,Romance,4.0
1476,Comedy,3.54
1477,Romance,4.0
1479,Action,3.22
1480,Drama,3.36
1483,Drama,3.09
1484,Comedy,3.67
1485,Comedy,3.03
1487,Drama,3.0
1488,Action,2.83
1489,Animation,3.0
1490,Comedy,1.5
1493,Romance,3.5
1495,Action,2.0
1496,Drama,4.0
1497,Action,4.0
1498,Drama,3.0
1499,Action,1.93
1500,Comedy,3.61
1502,Drama,2.5
1503,Comedy,3.0
1507,Drama,3.5
1513,Comedy,2.97
1514,Romance,3.0
1515,Action,2.1
1516,Comedy,3.0
1517,Action,3.54
1518,Action,3.35
1519,Drama,1.0
1526,Comedy,1.0
1527,Action,3.75
1529,Comedy,3.33
1533,Drama,4.5
1537,Comedy,3.81
1541,Comedy,2.7
1542,Comedy,3.71
1544,Action,2.75
1545,Drama,4.5
1546,Comedy,3.5
1547,Children,3.25
1549,Drama,4.0
1550,Comedy,2.25
1551,Adventure,2.17
1552,Action,3.03
1554,Drama,2.4
1556,Action,1.61
1562,Action,2.21
1564,Comedy,4.0
1565,Comedy,4.0
1566,Adventure,3.45
1569,Comedy,3.5
1571,Comedy,4.5
1572,Drama,3.0
1573,Action,3.37
1574,Romance,1.0
1580,Action,3.49
1581,Comedy,2.17
1582,Adventure,2.6
1583,Children,3.0
1584,Drama,3.65
1585,Comedy,3.0
1586,Action,2.8
1587,Action,3.26
1588,Children,3.08
1589,Action,3.28
1590,Horror,2.94
1591,Action,2.63
1592,Children,2.38
1593,Comedy,2.83
1594,Comedy,4.08
1596,Drama,4.33
1597,Drama,2.94
1598,Crime,2.5
1599,Action,2.33
1600,Drama,3.5
1601,Crime,2.33
1602,Comedy,1.75
1603,Horror,2.46
1604,Action,3.33
1605,Adventure,2.75
1606,Action,2.33
1608,Action,3.34
1609,Drama,2.67
1610,Action,3.87
1611,Drama,4.1
1612,Comedy,3.0
1613,Drama,4.0
1614,Comedy,2.79
1615,Adventure,3.0
1616,Action,3.02
1617,Crime,4.06
1619,Adventure,3.43
1620,Crime,3.12
1621,Drama,3.25
1623,Horror,2.25
1624,Drama,1.75
1625,Drama,3.7
1626,Action,2.67
1627,Crime,3.36
1629,Comedy,3.33
1631,Action,5.0
1633,Drama,4.0
1635,Drama,3.88
1639,Comedy,3.58
1641,Comedy,3.76
1642,Comedy,1.75
1643,Drama,3.8
1644,Horror,2.11
1645,Drama,3.41
1646,Children,2.14
1647,Crime,2.5
1648,Comedy,3.5
1649,Documentary,2.5
1650,Drama,3.75
1652,Documentary,4.5
1653,Drama,3.95
1654,Children,3.5
1655,Drama,4.0
1656,Drama,4.0
1658,Romance,3.06
1659,Drama,4.0
1660,Drama,3.0
1661,Crime,3.0
1662,Crime,3.0
1663,Comedy,3.79
1665,Comedy,2.97
1667,Action,2.1
1670,Drama,3.0
1671,Crime,3.0
1672,Drama,3.38
1673,Drama,4.08
1674,Drama,3.65
1675,Crime,3.5
1676,Action,3.33
1677,Comedy,2.0
1678,Drama,3.5
1679,Comedy,2.0
1680,Drama,3.6
1681,Action,1.93
1682,Comedy,3.81
1683,Drama,4.42
1684,Drama,3.5
1685,Drama,3.0
1686,Crime,3.67
1687,Action,3.22
1688,Adventure,3.35
1689,Comedy,2.21
1690,Action,2.92
1693,Drama,3.5
1694,Drama,3.0
1695,Drama,4.0
1696,Drama,3.5
1699,Comedy,4.0
1701,Comedy,3.88
1702,Children,3.0
1703,Comedy,2.9
1704,Drama,4.08
1707,Children,1.88
1711,Crime,3.1
1713,Children,3.07
1717,Comedy,2.92
1718,Thriller,3.25
1719,Drama,4.25
1721,Drama,3.41
1722,Action,3.07
1726,Action,2.69
1727,Drama,3.75
1729,Crime,3.7
1730,Drama,3.25
1731,Comedy,1.75
1732,Comedy,3.92
1733,Drama,4.5
1734,Comedy,4.06
1735,Drama,3.32
1739,Action,4.0
1746,Comedy,2.0
1747,Comedy,3.34
1748,Adventure,3.82
1752,Action,2.5
1753,Comedy,3.59
1754,Crime,3.5
1755,Comedy,4.1
1757,Drama,2.0
1759,Drama,5.0
1760,Comedy,1.35
1762,Action,2.3
1767,Drama,3.0
1769,Action,2.93
1770,Crime,2.5
1771,Horror,4.0
